brand_cn,brand_en,brand_slug,title,price_usd,length_mm,ring_gauge,handle,category_slug,cuban_parent_slug,image1,image2,image3,image4,image5
蒙特,MONTECRISTO,montecristo,双艾蒙多 DOUBLE EDMUNDO (10枝),595,155,50,montecristo-double-edmundo-10,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260495643-MONTECRISTO_Double_Edmundo_1.jpg,https://api.shangjiacigar.com/static/1774260495643-MONTECRISTO_Double_Edmundo_2.jpg,https://api.shangjiacigar.com/static/1774260496576-MONTECRISTO_Double_Edmundo_3.jpg,,
蒙特,MONTECRISTO,montecristo,双艾蒙多 DOUBLE EDMUNDO (15枝),764,155,50,montecristo-double-edmundo-15,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260496576-monte_double_edmundo_1.jpg,https://api.shangjiacigar.com/static/1774260496577-monte_double_edmundo_2.jpg,https://api.shangjiacigar.com/static/1774260496577-monte_double_edmundo_3.jpg,,
蒙特,MONTECRISTO,montecristo,双艾蒙多 DOUBLE EDMUNDO (25枝),1370,155,50,montecristo-double-edmundo-25,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260496576-monte_double_edmundo_1.jpg,https://api.shangjiacigar.com/static/1774260496577-monte_double_edmundo_2.jpg,https://api.shangjiacigar.com/static/1774260496577-monte_double_edmundo_3.jpg,,
蒙特,MONTECRISTO,montecristo,宽艾蒙多 WIDE EDMUNDO (10枝),515,125,54,montecristo-wide-edmundo-10,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260496578-MONTECRISTO_Wide_Edmundo_1.jpg,,,,
蒙特,MONTECRISTO,montecristo,宽艾蒙多 WIDE EDMUNDO (25枝),1271,125,54,montecristo-wide-edmundo-25,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260497400-monte_wide_edmundo_1.jpg,https://api.shangjiacigar.com/static/1774260497400-monte_wide_edmundo_2.jpg,https://api.shangjiacigar.com/static/1774260497401-monte_wide_edmundo_3.jpg,,
蒙特,MONTECRISTO,montecristo,小铝管 Petit Tubos (15枝),540,129,42,montecristo-petit-tubos-15,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260497401-MONTECRISTO_Petit_Tubos_1.jpg,https://api.shangjiacigar.com/static/1774260497401-MONTECRISTO_Petit_Tubos_2.jpg,https://api.shangjiacigar.com/static/1774260499612-MONTECRISTO_Petit_Tubos_3.jpg,,
蒙特,MONTECRISTO,montecristo,1935 大仲马 DUMAS LINEA 1935 (20枝),1794,130,49,montecristo-1935-dumas-linea-1935-20,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260499615-MONTECRISTO_Linea_1935_Dumas_1.jpg,https://api.shangjiacigar.com/static/1774260499612-MONTECRISTO_Linea_1935_Dumas_2.jpg,https://api.shangjiacigar.com/static/1774260499615-MONTECRISTO_Linea_1935_Dumas_3.jpg,,
蒙特,MONTECRISTO,montecristo,1935 马耳他  MALTES LINEA 1935 (20枝),2126,153,53,montecristo-1935-maltes-linea-1935-20,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260499616-MONTECRISTO_Linea_1935_Maltes_1.jpg,https://api.shangjiacigar.com/static/1774260501379-MONTECRISTO_Linea_1935_Maltes_2.jpg,https://api.shangjiacigar.com/static/1774260501380-MONTECRISTO_Linea_1935_Maltes_3.jpg,,
蒙特,MONTECRISTO,montecristo,1935 传说 LEYENDA LINEA 1935 (20枝),2292,165,55,montecristo-1935-leyenda-linea-1935-20,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260501381-MONTECRISTO_Linea_1935_Leyenda_1.jpg,https://api.shangjiacigar.com/static/1774260501381-MONTECRISTO_Linea_1935_Leyenda_2.jpg,https://api.shangjiacigar.com/static/1774260501381-MONTECRISTO_Linea_1935_Leyenda_3.jpg,,
蒙特,MONTECRISTO,montecristo,特级长矛 Especial (25枝),1628,192,38,montecristo-especial-25,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260504154-MONTECRISTO_Especial_1.jpg,https://api.shangjiacigar.com/static/1774260504154-MONTECRISTO_Especial_2.jpg,https://api.shangjiacigar.com/static/1774260504155-MONTECRISTO_Especial_3.jpg,,
蒙特,MONTECRISTO,montecristo,大师(铝管) Master (15枝),731,124,50,montecristo-master-15,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260504156-MONTECRISTO_Master_1.jpg,https://api.shangjiacigar.com/static/1774260504155-MONTECRISTO_Master_2.jpg,https://api.shangjiacigar.com/static/1774260506200-MONTECRISTO_Master_3.jpg,,
蒙特,MONTECRISTO,montecristo,公开赛系列大师 Master (20枝),827,124,50,montecristo-master-20,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260506190-MONTECRISTO_Master_1.jpg,https://api.shangjiacigar.com/static/1774260506194-MONTECRISTO_Master_3.jpg,https://api.shangjiacigar.com/static/1774260506198-MONTECRISTO_Master_2.jpg,,
蒙特,MONTECRISTO,montecristo,公开赛系列赛帆比赛 Regata (20枝),698,135,46,montecristo-regata-20,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260506200-MONTECRISTO_Open_Regata_2.jpg,https://api.shangjiacigar.com/static/1774260508203-MONTECRISTO_Open_Regata_1.jpg,,,
蒙特,MONTECRISTO,montecristo,宝石珍品 JOYITAS (25枝),329,115,26,montecristo-joyitas-25,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260508203-MONTECRISTO_Joyitas_1.jpg,https://api.shangjiacigar.com/static/1774260508205-MONTECRISTO_Joyitas_2.jpg,https://api.shangjiacigar.com/static/1774260508205-MONTECRISTO_Joyitas_3.jpg,,
蒙特,MONTECRISTO,montecristo,公开赛系列老鹰 OPEN EAGLE (20枝),1130,150,54,montecristo-open-eagle-20,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260508205-MONTECRISTO_Open_Eagle_1.jpg,https://api.shangjiacigar.com/static/1774260509055-MONTECRISTO_Open_Eagle_2.jpg,https://api.shangjiacigar.com/static/1774260509055-MONTECRISTO_Open_Eagle_3.jpg,,
蒙特,MONTECRISTO,montecristo,公开赛系列满贯 Open Slam (20枝),1196,142,52,montecristo-open-slam-20,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260509055-MONTECRISTO_Open_Eagle_2.jpg,https://api.shangjiacigar.com/static/1774260509055-MONTECRISTO_Open_Eagle_1.jpg,https://api.shangjiacigar.com/static/1774260509056-MONTECRISTO_Open_Slam_1.jpg,https://api.shangjiacigar.com/static/1774260509921-MONTECRISTO_Open_Junior_1.jpg,https://api.shangjiacigar.com/static/1774260509921-MONTECRISTO_Open_Junior_3.jpg
蒙特,MONTECRISTO,montecristo,兔年短号限量版保湿盒 SHORT YEAR OF THE RABBIT BOX(66枝),465,82,27,montecristo-short-year-of-the-rabbit-box-6,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260509921-MONTECRISTO_Short_Rabbit_2.jpg,https://api.shangjiacigar.com/static/1774260509921-MONTECRISTO_Short_Rabbit_1.jpg,https://api.shangjiacigar.com/static/1774260509921-MONTECRISTO_SHORT_1.jpg,https://api.shangjiacigar.com/static/1774260510730-MONTECRISTO_Open_Junior_2.jpg,
蒙特,MONTECRISTO,montecristo,公开赛系列少年 OPEN JUNIOR (20枝),462,110,38,montecristo-open-junior-20,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260510731-MONTECRISTO_Open_Junior_1.jpg,https://api.shangjiacigar.com/static/1774260510731-MONTECRISTO_Open_Junior_2.jpg,https://api.shangjiacigar.com/static/1774260510731-MONTECRISTO_Open_Junior_3.jpg,,
蒙特,MONTECRISTO,montecristo,公开赛系列少年 OPEN JUNIOR(2010年老茄) (20枝),432,110,38,montecristo-open-junior-2010-20,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260510731-monte_open_junior_1.jpg,https://api.shangjiacigar.com/static/1774260511556-monte_open_junior_2.jpg,,,
蒙特,MONTECRISTO,montecristo,半皇冠 MEDIA CORONA (25枝),432,90,44,montecristo-media-corona-25,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260511556-H_Upmann_Coronas_Major_1.jpg,https://api.shangjiacigar.com/static/1774260511556-H_Upmann_Half_Corona_1.jpg,,,
帕特加斯,PARTAGAS,partagas,路西塔尼亚 Lusitanias (10枝),831,194,49,partagas-lusitanias-10,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260511557-partagas_lusitanias_1.jpg,https://api.shangjiacigar.com/static/1774260511557-partagas_lusitanias_2.jpg,,,
帕特加斯,PARTAGAS,partagas,大师伴手礼 Linea Maestra Selection (3枝),631,,,partagas-linea-maestra-selection-3,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260512576-Partagas_Linea_Maestra_Selection_1.jpg,,,,
帕特加斯,PARTAGAS,partagas,大师系列大师 Linea Maestra Maestro (20枝),1910,132,56,partagas-linea-maestra-maestro-20,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260512582-Partagas_Linea_Maestra_Maestro_1.jpg,,,,
帕特加斯,PARTAGAS,partagas,大师系列 起源Origen（20枝）,1744,154,46,partagas-origen-20,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260512583-Partagas_Linea_Maestra_Origen_1.jpg,,,,
帕特加斯,PARTAGAS,partagas,大师系列 仪式（20）枝,2126,168,46,partagas-20,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260512584-Partagas_Linea_Maestra_Ritual_1.jpg,,,,
帕特加斯,PARTAGAS,partagas,列加多2020限量版 Legados 2020 (25枝),3288,115,48,partagas-2020-legados-2020-25,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260512583-Partagas_Legados_2020_1.jpg,https://api.shangjiacigar.com/static/1774260513396-Partagas_Legados_2020_2.jpg,https://api.shangjiacigar.com/static/1774260513396-Partagas_Legados_2020_3.jpg,,
帕特加斯,PARTAGAS,partagas,盘蛇 Culebras(9枝),465,146,39,partagas-culebras-9,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260513396-Partagas_Culebras_1.jpg,https://api.shangjiacigar.com/static/1774260513396-Partagas_Culebras_2.jpg,https://api.shangjiacigar.com/static/1774260513397-Partagas_Culebras_3.jpg,,
帕特加斯,PARTAGAS,partagas,妙丽 Millie Fleurs(10枝),196,129,43,partagas-millie-fleurs-10,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260514169-Partagas_Mille_Fleurs_1.jpg,https://api.shangjiacigar.com/static/1774260514169-Partagas_Mille_Fleurs_2.jpg,https://api.shangjiacigar.com/static/1774260514169-Partagas_Mille_Fleurs_3.jpg,,
帕特加斯,PARTAGAS,partagas,妙丽 Millie Fleurs(25枝),432,129,43,partagas-millie-fleurs-25,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260514169-Partagas_Mille_Fleurs_1.jpg,https://api.shangjiacigar.com/static/1774260514169-Partagas_Mille_Fleurs_2.jpg,https://api.shangjiacigar.com/static/1774260514169-Partagas_Mille_Fleurs_3.jpg,,
帕特加斯,PARTAGAS,partagas,D4 Serie D No.4 (10枝),449,124,50,partagas-d4-serie-d-no-4-10,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260606710-placeholder.png,,,,
帕特加斯,PARTAGAS,partagas,D4 Serie D No.4 (15枝),678,124,50,partagas-d4-serie-d-no-4-15,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260606710-placeholder.png,,,,
帕特加斯,PARTAGAS,partagas,D4 Serie D No.4 (25枝),1027,124,50,partagas-d4-serie-d-no-4-25,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260606710-placeholder.png,,,,
帕特加斯,PARTAGAS,partagas,D5 Serie D No.5 (10枝),374,110,50,partagas-d5-serie-d-no-5-10,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260606710-placeholder.png,,,,
帕特加斯,PARTAGAS,partagas,D5 Serie D No.5 (25枝),897,110,50,partagas-d5-serie-d-no-5-25,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260606710-placeholder.png,,,,
帕特加斯,PARTAGAS,partagas,D6 Serie D No.6 (20枝),565,90,50,partagas-d6-serie-d-no-6-20,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260606710-placeholder.png,,,,
帕特加斯,PARTAGAS,partagas,E2(铝管) Serie E No. 2 (15枝),993,140,54,partagas-e2-serie-e-no-2-15,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260606710-placeholder.png,,,,
帕特加斯,PARTAGAS,partagas,E2 Serie E No. 2 (25枝),1296,140,54,partagas-e2-serie-e-no-2-25,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260606710-placeholder.png,,,,
帕特加斯,PARTAGAS,partagas,P2 Serie P No.2 (10枝),499,156,52,partagas-p2-serie-p-no-2-10,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260606710-placeholder.png,,,,
帕特加斯,PARTAGAS,partagas,P2 Serie P No.2 (25枝),1229,156,52,partagas-p2-serie-p-no-2-25,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260606710-placeholder.png,,,,
帕特加斯,PARTAGAS,partagas,贵族 ARISTOCRATS (25枝),416,129,40,partagas-aristocrats-25,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260514169-Partagas_Aristocrats_1.jpg,https://api.shangjiacigar.com/static/1774260514170-Partagas_Aristocrats_2.jpg,https://api.shangjiacigar.com/static/1774260515801-Partagas_Aristocrats_3.jpg,,
帕特加斯,PARTAGAS,partagas,短帕 SHORT (25枝),449,110,42,partagas-short-25,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260515801-Partagas_Short_1.jpg,https://api.shangjiacigar.com/static/1774260515801-Partagas_Short_2.jpg,https://api.shangjiacigar.com/static/1774260515801-Partagas_Short_3.jpg,,
帕特加斯,PARTAGAS,partagas,短帕 SHORT (50枝),889,110,42,partagas-short-50,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260515801-Partagas_Short_1.jpg,https://api.shangjiacigar.com/static/1774260515801-Partagas_Short_2.jpg,https://api.shangjiacigar.com/static/1774260515801-Partagas_Short_3.jpg,,
帕特加斯,PARTAGAS,partagas,超级帕特加斯 SUPER PARTAGAS (25枝),495,140,40,partagas-super-partagas-25,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260515801-Partagas_Legados_1.jpg,https://api.shangjiacigar.com/static/1774260518795-Partagas_Legados_2.jpg,https://api.shangjiacigar.com/static/1774260518799-Partagas_SuperPartagas_1.jpg,https://api.shangjiacigar.com/static/1774260518797-Partagas_SuperPartagas_2.jpg,https://api.shangjiacigar.com/static/1774260518801-Partagas_SuperPartagas_3.jpg
帕特加斯,PARTAGAS,partagas,特级小皇冠 PETIT CORONAS ESPECIALES (25枝),399,132,42,partagas-petit-coronas-especiales-25,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260518801-Partagas_PetitCoronasEspeciales_1.jpg,https://api.shangjiacigar.com/static/1774260520511-Partagas_PetitCoronasEspeciales_2.jpg,,,
帕特加斯,PARTAGAS,partagas,哈瓦那 HABANEROS (25枝),432,125,39,partagas-habaneros-25,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260520511-Partagas_Habaneros_1.jpg,https://api.shangjiacigar.com/static/1774260520513-Partagas_Habaneros_2.jpg,,,
帕特加斯,PARTAGAS,partagas,联盟LCDH Aliados LCDH (20枝),1910,167,45,partagas-lcdh-aliados-lcdh-20,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260520514-Partagas_AliadosLCDH_1.jpg,https://api.shangjiacigar.com/static/1774260520516-Partagas_AliadosLCDH_2.jpg,,,
帕特加斯,PARTAGAS,partagas,马杜罗1号 MADURO NO.1 (25枝),1130,130,52,partagas-1-maduro-no-1-25,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260521352-Partagas_MaduroNo1_1.jpg,,,,
帕特加斯,PARTAGAS,partagas,马杜罗2号 MADURO NO.2 (25枝),1163,120,55,partagas-2-maduro-no-2-25,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260521353-Partagas_Maduro_No2_1.jpg,https://api.shangjiacigar.com/static/1774260521353-Partagas_Maduro_No2_2.jpg,https://api.shangjiacigar.com/static/1774260521353-Partagas_Maduro_No2_3.jpg,,
帕特加斯,PARTAGAS,partagas,马杜罗3号 MADURO NO.3 (25枝),1296,145,50,partagas-3-maduro-no-3-25,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260521353-Partagas_Maduro_No3_1.jpg,https://api.shangjiacigar.com/static/1774260522261-Partagas_Maduro_No3_2.jpg,https://api.shangjiacigar.com/static/1774260522261-Partagas_Maduro_No3_3.jpg,,
帕特加斯,PARTAGAS,partagas,所罗门 SALOMONES (10枝),997,184,57,partagas-salomones-10,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260522261-Partagas_Salomones_1.jpg,https://api.shangjiacigar.com/static/1774260522261-Partagas_Salomones_2.jpg,,,
帕特加斯,PARTAGAS,partagas,遗产保湿盒 Legados Edicion Limitada 2020 (25枝),3288,157,48,partagas-legados-edicion-limitada-2020,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260522261-Partagas_Legados_EL2020_1.jpg,https://api.shangjiacigar.com/static/1774260523553-Partagas_Legados_EL2020_2.jpg,https://api.shangjiacigar.com/static/1774260523553-Partagas_Legados_EL2020_3.jpg,,
帕特加斯,PARTAGAS,partagas,大师精选系列 Linea Maestra Selection (3枝),548,,,partagas-linea-maestra-selection-3-2,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260523553-Partagas_LineaMaestra_1.jpg,https://api.shangjiacigar.com/static/1774260523555-Partagas_LineaMaestra_2.jpg,,,
帕特加斯,PARTAGAS,partagas,总统 Presidentes (25枝),997,158,47,partagas-presidentes-25,partagas,cigar-cuban,https://api.shangjiacigar.com/static/1774260523557-Partagas_Presidentes_1.jpg,,,,
千里达,TRINIDAD,trinidad,翡翠 Esmeralda(12枝),1462,145,53,trinidad-esmeralda-12,trinidad,cigar-cuban,https://api.shangjiacigar.com/static/1774260524802-Trinidad_Esmeralda_1.jpg,,,,
千里达,TRINIDAD,trinidad,半月 MEDIA LUNA(12枝),764,115,50,trinidad-media-luna-12,trinidad,cigar-cuban,https://api.shangjiacigar.com/static/1774260524803-Trinidad_MediaLuna_1.jpg,,,,
千里达,TRINIDAD,trinidad,雷耶斯 Reyes (12枝),416,110,40,trinidad-reyes-12,trinidad,cigar-cuban,https://api.shangjiacigar.com/static/1774260524803-Trinidad_Reyes_1.jpg,https://api.shangjiacigar.com/static/1774260524805-Trinidad_Reyes_2.jpg,,,
千里达,TRINIDAD,trinidad,雷耶斯 REYES (24枝),797,110,40,trinidad-reyes-24,trinidad,cigar-cuban,https://api.shangjiacigar.com/static/1774260524806-Trinidad_Reyes_1.jpg,https://api.shangjiacigar.com/static/1774260526864-Trinidad_Reyes_2.jpg,https://api.shangjiacigar.com/static/1774260526864-Trinidad_Reyes_3.jpg,,
千里达,TRINIDAD,trinidad,托佩斯 TOPES (12枝),1209,125,56,trinidad-topes-12,trinidad,cigar-cuban,https://api.shangjiacigar.com/static/1774260526864-Trinidad_Topes_1.jpg,,,,
千里达,TRINIDAD,trinidad,暗礁 Vigia (12枝),894,110,54,trinidad-vigia-12,trinidad,cigar-cuban,https://api.shangjiacigar.com/static/1774260526865-Trinidad_Vigia_1.jpg,https://api.shangjiacigar.com/static/1774260526866-Trinidad_Vigia_2.jpg,https://api.shangjiacigar.com/static/1774260528335-Trinidad_Vigia_3.jpg,,
千里达,TRINIDAD,trinidad,殖民地 Coloniales (24枝),1794,132,44,trinidad-coloniales-24,trinidad,cigar-cuban,https://api.shangjiacigar.com/static/1774260528338-Trinidad_Coloniales_1.jpg,,,,
千里达,TRINIDAD,trinidad,特洛华 LA TROVA LCDH (12枝),1628,166,52,trinidad-la-trova-lcdh-12,trinidad,cigar-cuban,https://api.shangjiacigar.com/static/1774260528338-Trinidad_LaTrovaLCDH_1.jpg,,,,
千里达,TRINIDAD,trinidad,创建 Fundadores (24枝),3122,192,40,trinidad-fundadores-24,trinidad,cigar-cuban,https://api.shangjiacigar.com/static/1774260528339-Trinidad_Fundadores_1.jpg,https://api.shangjiacigar.com/static/1774260528347-Trinidad_Fundadores_2.jpg,https://api.shangjiacigar.com/static/1774260529588-Trinidad_Fundadores_3.jpg,,
千里达,TRINIDAD,trinidad,特级罗伯图 Robustos Extra (3枝),612,155,50,trinidad-robustos-extra-3,trinidad,cigar-cuban,https://api.shangjiacigar.com/static/1774260529589-Trinidad_RobustosExtra_1.jpg,,,,
千里达,TRINIDAD,trinidad,特级罗伯图 Robustos Extra (12枝),1960,155,50,trinidad-robustos-extra-12,trinidad,cigar-cuban,https://api.shangjiacigar.com/static/1774260529590-TRINIDAD_Robustos_Extra_1.jpg,https://api.shangjiacigar.com/static/1774260529590-TRINIDAD_Robustos_T_3.jpg,https://api.shangjiacigar.com/static/1774260529591-TRINIDAD_Robustos_T_2.jpg,https://api.shangjiacigar.com/static/1774260532012-TRINIDAD_Robustos_T_1.jpg,https://api.shangjiacigar.com/static/1774260532013-TRINIDAD_Robustos_T_5.jpg
千里达,TRINIDAD,trinidad,理事会Cabildos年度限定版 Edicion Limitada,1960,162,46,trinidad-cabildos-edicion-limitada,trinidad,cigar-cuban,https://api.shangjiacigar.com/static/1774260532014-TRINIDAD_Cabildos_EL_2024_1.jpg,https://api.shangjiacigar.com/static/1774260532016-TRINIDAD_Cabildos_EL_2024_2.jpg,https://api.shangjiacigar.com/static/1774260532017-TRINIDAD_Cabildos_EL_2024_3.jpg,https://api.shangjiacigar.com/static/1774260533249-TRINIDAD_Cabildos_EL_2024_4.jpg,https://api.shangjiacigar.com/static/1774260533255-TRINIDAD_Cabildos_EL_2024_5.jpg
千里达,TRINIDAD,trinidad,短号 Short (40枝),130,82,27,trinidad-short-40,trinidad,cigar-cuban,https://api.shangjiacigar.com/static/1774260533260-TRINIDAD_Short_1.jpg,https://api.shangjiacigar.com/static/1774260533267-TRINIDAD_Short_2.jpg,https://api.shangjiacigar.com/static/1774260533272-TRINIDAD_Short_3.jpg,https://api.shangjiacigar.com/static/1774260534139-TRINIDAD_Short_4.jpg,https://api.shangjiacigar.com/static/1774260534143-TRINIDAD_Short_5.jpg
千里达,TRINIDAD,trinidad,短号 Short (100枝),296,82,27,trinidad-short-100,trinidad,cigar-cuban,https://api.shangjiacigar.com/static/1774260534141-TRINIDAD_Vigia_5.jpg,https://api.shangjiacigar.com/static/1774260534143-TRINIDAD_Vigia_4.jpg,https://api.shangjiacigar.com/static/1774260534144-TRINIDAD_Vigia_1.jpg,https://api.shangjiacigar.com/static/1774260534992-TRINIDAD_Vigia_3.jpg,https://api.shangjiacigar.com/static/1774260534991-TRINIDAD_Vigia_2.jpg
乌普曼,H.UPMANN,h-upmann,半皇冠 MEDIA CORONA (25枝),432,90,44,h-upmann-media-corona-25,h-upmann,cigar-cuban,https://api.shangjiacigar.com/static/1774260511556-H_Upmann_Coronas_Major_1.jpg,https://api.shangjiacigar.com/static/1774260511556-H_Upmann_Half_Corona_1.jpg,,,
乌普曼,H.UPMANN,h-upmann,大高朗拿皇冠 CORONAS MAJOR (25枝),532,132,42,h-upmann-coronas-major-25,h-upmann,cigar-cuban,https://api.shangjiacigar.com/static/1774260534994-HUpmann_Coronas_Major_1.jpg,,,,
乌普曼,H.UPMANN,h-upmann,雄伟 Majestic (25枝),515,140,40,h-upmann-majestic-25,h-upmann,cigar-cuban,https://api.shangjiacigar.com/static/1774260534993-H_Upmann_Majestic_1.jpg,,,,
乌普曼,H.UPMANN,h-upmann,特许 Regalias (25枝),499,129,42,h-upmann-regalias-25,h-upmann,cigar-cuban,https://api.shangjiacigar.com/static/1774260534994-H_Upmann_Regalias_1.jpg,,,,
乌普曼,H.UPMANN,h-upmann,特许铁罐 Regalias (50枝),1080,129,42,h-upmann-regalias-50,h-upmann,cigar-cuban,https://api.shangjiacigar.com/static/1774260535734-H_Upmann_MAGNUM_50_1.jpg,,,,
乌普曼,H.UPMANN,h-upmann,玛瑙46 MAGNUM 46 (15枝),698,143,46,h-upmann-46-magnum-46-15,h-upmann,cigar-cuban,https://api.shangjiacigar.com/static/1774260535734-H_Upmann_MAGNUM_46_1.jpg,https://api.shangjiacigar.com/static/1774260535734-H_Upmann_MAGNUM_54_1.jpg,,,
乌普曼,H.UPMANN,h-upmann,玛瑙46 MAGNUM 46 (25枝),1047,143,46,h-upmann-46-magnum-46-25,h-upmann,cigar-cuban,https://api.shangjiacigar.com/static/1774260535734-HUpmann_Magnum_46_1.jpg,https://api.shangjiacigar.com/static/1774260535734-HUpmann_Magnum_46_2.jpg,,,
乌普曼,H.UPMANN,h-upmann,玛瑙50 MAGNUM 50 (10枝),548,160,50,h-upmann-50-magnum-50-10,h-upmann,cigar-cuban,https://api.shangjiacigar.com/static/1774260536443-HUpmann_Magnum_50_1.jpg,,,,
乌普曼,H.UPMANN,h-upmann,玛瑙50 MAGNUM 50 (25枝),1354,160,50,h-upmann-50-magnum-50-25,h-upmann,cigar-cuban,https://api.shangjiacigar.com/static/1774260536443-HUpmann_Magnum_50_1.jpg,,,,
乌普曼,H.UPMANN,h-upmann,玛瑙54 MAGNUM 54 (10枝),465,120,54,h-upmann-54-magnum-54-10,h-upmann,cigar-cuban,https://api.shangjiacigar.com/static/1774260536444-HUpmann_Magnum_54_1.jpg,,,,
乌普曼,H.UPMANN,h-upmann,玛瑙54 MAGNUM 54 (25枝),1096,120,54,h-upmann-54-magnum-54-25,h-upmann,cigar-cuban,https://api.shangjiacigar.com/static/1774260536444-HUpmann_Magnum_54_1.jpg,,,,
乌普曼,H.UPMANN,h-upmann,鉴赏家A CONNOSSIEUR A(25枝),1196,140,52,h-upmann-a-connossieur-a-25,h-upmann,cigar-cuban,https://api.shangjiacigar.com/static/1774260536444-HUpmann_Connossieur_A_1.jpg,https://api.shangjiacigar.com/static/1774260536444-HUpmann_Connossieur_A_2.jpg,https://api.shangjiacigar.com/static/1774260536444-HUpmann_Connossieur_A_3.jpg,,
乌普曼,H.UPMANN,h-upmann,鉴赏家1号 Connossieur No.1 (25枝),930,127,48,h-upmann-1-connossieur-no-1-25,h-upmann,cigar-cuban,https://api.shangjiacigar.com/static/1774260537261-HUpmann_Connossieur_No1_1.jpg,https://api.shangjiacigar.com/static/1774260537260-HUpmann_Connossieur_No1_2.jpg,,,
乌普曼,H.UPMANN,h-upmann,鉴赏家2号 Connossieur No.2 (25枝),1096,134,51,h-upmann-2-connossieur-no-2-25,h-upmann,cigar-cuban,https://api.shangjiacigar.com/static/1774260537260-HUpmann_Connossieur_No2_1.jpg,https://api.shangjiacigar.com/static/1774260537263-HUpmann_Connossieur_No2_2.png,,,
乌普曼,H.UPMANN,h-upmann,消遥 Epicures (25枝),349,110,35,h-upmann-epicures-25,h-upmann,cigar-cuban,https://api.shangjiacigar.com/static/1774260537263-HUpmann_Epicures_1.jpg,https://api.shangjiacigar.com/static/1774260538113-HUpmann_Epicures_2.jpg,https://api.shangjiacigar.com/static/1774260538113-HUpmann_Epicures_3.jpg,,
乌普曼,H.UPMANN,h-upmann,2号鱼雷 No. 2 (25枝),1561,156,52,h-upmann-2-no-2-25,h-upmann,cigar-cuban,https://api.shangjiacigar.com/static/1774260538113-HUpmann_No2_1.jpg,https://api.shangjiacigar.com/static/1774260538114-HUpmann_No2_2.jpg,,,
